"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"50 - 59","JU",202023,0,50,NA,NA,10899,0,458.76,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","JU",202024,0,50,0,0,10899,0,458.76,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202025,0,50,0,0,10899,0,458.76,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202026,4,54,0.444,44.4,10899,36.7,495.46,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202027,7,61,0.259,25.9,10899,64.23,559.68,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202028,0,61,0,0,10899,0,559.68,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202029,0,61,0,0,10899,0,559.68,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202030,0,61,NA,NA,10899,0,559.68,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202031,1,62,1,100,10899,9.18,568.86,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202032,0,62,0,0,10899,0,568.86,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202033,0,62,0,0,10899,0,568.86,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202034,0,62,0,0,10899,0,568.86,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202035,1,63,0.5,50,10899,9.18,578.03,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202036,0,63,0,0,10899,0,578.03,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202037,2,65,0.182,18.2,10899,18.35,596.38,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202038,1,66,0.077,7.7,10899,9.18,605.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202039,5,71,0.312,31.2,10899,45.88,651.44,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202040,8,79,0.267,26.7,10899,73.4,724.84,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202041,22,101,0.143,14.3,10899,201.85,926.69,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202042,72,173,0.191,19.1,10899,660.61,1587.3,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202043,98,271,0.155,15.5,10899,899.17,2486.47,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202044,160,431,0.177,17.7,10899,1468.02,3954.49,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202045,110,541,0.174,17.4,10899,1009.27,4963.76,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202046,59,600,0.162,16.2,10899,541.33,5505.09,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202047,45,645,0.181,18.1,10899,412.88,5917.97,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202048,31,676,0.146,14.6,10899,284.43,6202.4,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202049,15,691,0.123,12.3,10899,137.63,6340.03,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202050,19,710,0.14,14,10899,174.33,6514.36,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202051,37,747,0.158,15.8,10899,339.48,6853.84,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202052,20,767,0.134,13.4,10899,183.5,7037.34,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202053,37,804,0.164,16.4,10899,339.48,7376.82,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202101,36,840,0.149,14.9,10899,330.31,7707.13,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202102,28,868,0.135,13.5,10899,256.9,7964.03,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202103,34,902,0.21,21,10899,311.96,8275.99,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202104,29,931,0.195,19.5,10899,266.08,8542.07,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202105,10,941,0.106,10.6,10899,91.75,8633.82,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202106,11,952,0.139,13.9,10899,100.93,8734.75,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202107,8,960,0.095,9.5,10899,73.4,8808.15,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","JU",202108,13,973,0.16,16,10899,119.28,8927.42,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","JU",202109,10,983,0.127,12.7,10899,91.75,9019.18,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","JU",202110,4,987,0.078,7.8,10899,36.7,9055.88,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","JU",202111,8,995,0.121,12.1,10899,73.4,9129.28,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","JU",202112,2,997,0.1,10,10899,18.35,9147.63,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202009,0,0,NA,NA,62117,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202010,3,3,0.429,42.9,62117,4.83,4.83,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202011,7,10,0.226,22.6,62117,11.27,16.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202012,42,52,0.278,27.8,62117,67.61,83.71,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202013,48,100,0.27,27,62117,77.27,160.99,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202014,33,133,0.26,26,62117,53.13,214.11,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202015,13,146,0.178,17.8,62117,20.93,235.04,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202016,12,158,0.235,23.5,62117,19.32,254.36,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202017,9,167,0.225,22.5,62117,14.49,268.85,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202018,5,172,0.208,20.8,62117,8.05,276.9,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202019,3,175,0.375,37.5,62117,4.83,281.73,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202020,2,177,0.182,18.2,62117,3.22,284.95,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202021,1,178,0.125,12.5,62117,1.61,286.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202022,0,178,0,0,62117,0,286.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202023,0,178,0,0,62117,0,286.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","LU",202024,0,178,0,0,62117,0,286.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202025,0,178,0,0,62117,0,286.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202026,0,178,0,0,62117,0,286.56,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202027,4,182,0.235,23.5,62117,6.44,293,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202028,2,184,0.091,9.1,62117,3.22,296.22,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202029,3,187,0.111,11.1,62117,4.83,301.04,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202030,4,191,0.2,20,62117,6.44,307.48,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202031,10,201,0.244,24.4,62117,16.1,323.58,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202032,10,211,0.233,23.3,62117,16.1,339.68,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202033,6,217,0.102,10.2,62117,9.66,349.34,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202034,4,221,0.125,12.5,62117,6.44,355.78,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202035,2,223,0.044,4.4,62117,3.22,359,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202036,4,227,0.125,12.5,62117,6.44,365.44,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202037,6,233,0.171,17.1,62117,9.66,375.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202038,10,243,0.185,18.5,62117,16.1,391.2,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202039,5,248,0.143,14.3,62117,8.05,399.25,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202040,13,261,0.224,22.4,62117,20.93,420.17,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202041,49,310,0.194,19.4,62117,78.88,499.06,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202042,115,425,0.179,17.9,62117,185.13,684.19,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202043,194,619,0.156,15.6,62117,312.31,996.51,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202044,350,969,0.188,18.8,62117,563.45,1559.96,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202045,261,1230,0.167,16.7,62117,420.17,1980.13,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202046,205,1435,0.154,15.4,62117,330.02,2310.16,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202047,194,1629,0.156,15.6,62117,312.31,2622.47,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202048,165,1794,0.154,15.4,62117,265.63,2888.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202049,197,1991,0.171,17.1,62117,317.14,3205.24,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202050,257,2248,0.163,16.3,62117,413.74,3618.98,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202051,258,2506,0.164,16.4,62117,415.35,4034.32,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202052,238,2744,0.179,17.9,62117,383.15,4417.47,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202053,233,2977,0.183,18.3,62117,375.1,4792.57,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202101,215,3192,0.171,17.1,62117,346.12,5138.69,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202102,163,3355,0.18,18,62117,262.41,5401.1,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202103,102,3457,0.154,15.4,62117,164.21,5565.3,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202104,69,3526,0.147,14.7,62117,111.08,5676.38,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202105,62,3588,0.144,14.4,62117,99.81,5776.2,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202106,36,3624,0.145,14.5,62117,57.96,5834.15,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202107,37,3661,0.171,17.1,62117,59.57,5893.72,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","LU",202108,42,3703,0.176,17.6,62117,67.61,5961.33,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","LU",202109,59,3762,0.174,17.4,62117,94.98,6056.31,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","LU",202110,76,3838,0.165,16.5,62117,122.35,6178.66,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","LU",202111,64,3902,0.144,14.4,62117,103.03,6281.69,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","LU",202112,20,3922,0.163,16.3,62117,32.2,6313.89,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202009,0,0,0,0,25447,0,0,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202010,7,7,0.292,29.2,25447,27.51,27.51,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202011,5,12,0.114,11.4,25447,19.65,47.16,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202012,19,31,0.168,16.8,25447,74.66,121.82,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202013,28,59,0.19,19,25447,110.03,231.85,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202014,26,85,0.25,25,25447,102.17,334.03,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202015,18,103,0.155,15.5,25447,70.74,404.76,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202016,4,107,0.066,6.6,25447,15.72,420.48,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202017,5,112,0.156,15.6,25447,19.65,440.13,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202018,4,116,0.211,21.1,25447,15.72,455.85,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202019,2,118,0.091,9.1,25447,7.86,463.71,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202020,3,121,0.75,75,25447,11.79,475.5,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202021,1,122,0.2,20,25447,3.93,479.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202022,0,122,0,0,25447,0,479.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202023,0,122,0,0,25447,0,479.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","NE",202024,0,122,0,0,25447,0,479.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202025,0,122,0,0,25447,0,479.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202026,0,122,0,0,25447,0,479.43,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202027,1,123,0.25,25,25447,3.93,483.36,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202028,0,123,0,0,25447,0,483.36,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202029,3,126,0.3,30,25447,11.79,495.15,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202030,2,128,0.286,28.6,25447,7.86,503.01,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202031,1,129,0.071,7.1,25447,3.93,506.94,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202032,1,130,0.125,12.5,25447,3.93,510.87,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202033,6,136,0.214,21.4,25447,23.58,534.44,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202034,2,138,0.077,7.7,25447,7.86,542.3,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202035,2,140,0.062,6.2,25447,7.86,550.16,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202036,5,145,0.135,13.5,25447,19.65,569.81,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202037,13,158,0.191,19.1,25447,51.09,620.9,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202038,11,169,0.224,22.4,25447,43.23,664.13,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202039,10,179,0.152,15.2,25447,39.3,703.42,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202040,14,193,0.149,14.9,25447,55.02,758.44,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","NE",202041,40,233,0.135,13.5,25447,157.19,915.63,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","NE",202042,111,344,0.182,18.2,25447,436.2,1351.83,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","NE",202043,192,536,0.161,16.1,25447,754.51,2106.34,"COVID19Cases","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
